sample_id,cell_id,compound_id,cell_group,oncotree_lineage,role
S103395,CL0496,CMP0023,CG_CL0496,Cervix,test
S103396,CL0496,CMP0024,CG_CL0496,Cervix,test
S103398,CL0496,CMP0027,CG_CL0496,Cervix,test
S103399,CL0496,CMP0028,CG_CL0496,Cervix,test
S103400,CL0496,CMP0029,CG_CL0496,Cervix,test
S103401,CL0496,CMP0030,CG_CL0496,Cervix,test
S103403,CL0496,CMP0034,CG_CL0496,Cervix,test
S103404,CL0496,CMP0035,CG_CL0496,Cervix,test
S103405,CL0496,CMP0036,CG_CL0496,Cervix,test
S103406,CL0496,CMP0037,CG_CL0496,Cervix,test
S103407,CL0496,CMP0039,CG_CL0496,Cervix,test
S103408,CL0496,CMP0040,CG_CL0496,Cervix,test
S103409,CL0496,CMP0041,CG_CL0496,Cervix,test
S103410,CL0496,CMP0042,CG_CL0496,Cervix,test
S103411,CL0496,CMP0043,CG_CL0496,Cervix,test
S103412,CL0496,CMP0044,CG_CL0496,Cervix,test
S103413,CL0496,CMP0045,CG_CL0496,Cervix,test
S103414,CL0496,CMP0046,CG_CL0496,Cervix,test
S103415,CL0496,CMP0047,CG_CL0496,Cervix,test
S103416,CL0496,CMP0048,CG_CL0496,Cervix,test
S103417,CL0496,CMP0049,CG_CL0496,Cervix,test
S103418,CL0496,CMP0050,CG_CL0496,Cervix,test
S103421,CL0496,CMP0053,CG_CL0496,Cervix,test
S103422,CL0496,CMP0054,CG_CL0496,Cervix,test
S103423,CL0496,CMP0055,CG_CL0496,Cervix,test
S103424,CL0496,CMP0056,CG_CL0496,Cervix,test
S103425,CL0496,CMP0057,CG_CL0496,Cervix,test
S103426,CL0496,CMP0058,CG_CL0496,Cervix,test
S103427,CL0496,CMP0059,CG_CL0496,Cervix,test
S103428,CL0496,CMP0060,CG_CL0496,Cervix,test
S103429,CL0496,CMP0061,CG_CL0496,Cervix,test
S103430,CL0496,CMP0062,CG_CL0496,Cervix,test
S103431,CL0496,CMP0063,CG_CL0496,Cervix,test
S103432,CL0496,CMP0064,CG_CL0496,Cervix,test
S103433,CL0496,CMP0068,CG_CL0496,Cervix,test
S103434,CL0496,CMP0070,CG_CL0496,Cervix,test
S103435,CL0496,CMP0072,CG_CL0496,Cervix,test
S103436,CL0496,CMP0074,CG_CL0496,Cervix,test
S103437,CL0496,CMP0076,CG_CL0496,Cervix,test
S103438,CL0496,CMP0077,CG_CL0496,Cervix,test
S103440,CL0496,CMP0081,CG_CL0496,Cervix,test
S103441,CL0496,CMP0082,CG_CL0496,Cervix,test
S103442,CL0496,CMP0083,CG_CL0496,Cervix,test
S103444,CL0496,CMP0090,CG_CL0496,Cervix,test
S103445,CL0496,CMP0091,CG_CL0496,Cervix,test
S103446,CL0496,CMP0092,CG_CL0496,Cervix,test
S103447,CL0496,CMP0093,CG_CL0496,Cervix,test
S103448,CL0496,CMP0098,CG_CL0496,Cervix,test
S103449,CL0496,CMP0101,CG_CL0496,Cervix,test
S103451,CL0496,CMP0103,CG_CL0496,Cervix,test
S103452,CL0496,CMP0104,CG_CL0496,Cervix,test
S103453,CL0496,CMP0105,CG_CL0496,Cervix,test
S103454,CL0496,CMP0108,CG_CL0496,Cervix,test
S103455,CL0496,CMP0109,CG_CL0496,Cervix,test
S103456,CL0496,CMP0110,CG_CL0496,Cervix,test
S103458,CL0496,CMP0112,CG_CL0496,Cervix,test
S103459,CL0496,CMP0113,CG_CL0496,Cervix,test
S103460,CL0496,CMP0121,CG_CL0496,Cervix,test
S103461,CL0496,CMP0122,CG_CL0496,Cervix,test
S103462,CL0496,CMP0138,CG_CL0496,Cervix,test
S103463,CL0496,CMP0145,CG_CL0496,Cervix,test
S103464,CL0496,CMP0175,CG_CL0496,Cervix,test
S103465,CL0496,CMP0176,CG_CL0496,Cervix,test
S103466,CL0496,CMP0177,CG_CL0496,Cervix,test
S103467,CL0496,CMP0178,CG_CL0496,Cervix,test
S103468,CL0496,CMP0179,CG_CL0496,Cervix,test
S103469,CL0496,CMP0180,CG_CL0496,Cervix,test
S103470,CL0496,CMP0181,CG_CL0496,Cervix,test
S103471,CL0496,CMP0182,CG_CL0496,Cervix,test
S103472,CL0496,CMP0183,CG_CL0496,Cervix,test
S103474,CL0496,CMP0185,CG_CL0496,Cervix,test
S103475,CL0496,CMP0186,CG_CL0496,Cervix,test
S103476,CL0496,CMP0187,CG_CL0496,Cervix,test
S103477,CL0496,CMP0188,CG_CL0496,Cervix,test
S103478,CL0496,CMP0189,CG_CL0496,Cervix,test
S103479,CL0496,CMP0190,CG_CL0496,Cervix,test
S103480,CL0496,CMP0191,CG_CL0496,Cervix,test
S103481,CL0496,CMP0192,CG_CL0496,Cervix,test
S103482,CL0496,CMP0193,CG_CL0496,Cervix,test
S103483,CL0496,CMP0194,CG_CL0496,Cervix,test
S103484,CL0496,CMP0195,CG_CL0496,Cervix,test
S103485,CL0496,CMP0196,CG_CL0496,Cervix,test
S103486,CL0496,CMP0197,CG_CL0496,Cervix,test
S103489,CL0496,CMP0200,CG_CL0496,Cervix,test
S103490,CL0496,CMP0201,CG_CL0496,Cervix,test
S103491,CL0496,CMP0202,CG_CL0496,Cervix,test
S103492,CL0496,CMP0203,CG_CL0496,Cervix,test
S103493,CL0496,CMP0204,CG_CL0496,Cervix,test
S103495,CL0496,CMP0206,CG_CL0496,Cervix,test
S103496,CL0496,CMP0207,CG_CL0496,Cervix,test
S103497,CL0496,CMP0208,CG_CL0496,Cervix,test
S103498,CL0496,CMP0209,CG_CL0496,Cervix,test
S103499,CL0496,CMP0210,CG_CL0496,Cervix,test
S103500,CL0496,CMP0211,CG_CL0496,Cervix,test
S103502,CL0496,CMP0213,CG_CL0496,Cervix,test
S103503,CL0496,CMP0214,CG_CL0496,Cervix,test
S103504,CL0496,CMP0215,CG_CL0496,Cervix,test
S103505,CL0496,CMP0216,CG_CL0496,Cervix,test
S103506,CL0496,CMP0217,CG_CL0496,Cervix,test
S103507,CL0496,CMP0218,CG_CL0496,Cervix,test
S103508,CL0496,CMP0219,CG_CL0496,Cervix,test
S103509,CL0496,CMP0220,CG_CL0496,Cervix,test
S103510,CL0496,CMP0221,CG_CL0496,Cervix,test
S103511,CL0496,CMP0222,CG_CL0496,Cervix,test
S103512,CL0496,CMP0223,CG_CL0496,Cervix,test
S103513,CL0496,CMP0224,CG_CL0496,Cervix,test
S103515,CL0496,CMP0226,CG_CL0496,Cervix,test
S103518,CL0496,CMP0229,CG_CL0496,Cervix,test
S103519,CL0496,CMP0231,CG_CL0496,Cervix,test
S103520,CL0496,CMP0232,CG_CL0496,Cervix,test
S103521,CL0496,CMP0233,CG_CL0496,Cervix,test
S103522,CL0496,CMP0234,CG_CL0496,Cervix,test
S103523,CL0496,CMP0237,CG_CL0496,Cervix,test
S103524,CL0496,CMP0238,CG_CL0496,Cervix,test
S103528,CL0496,CMP0242,CG_CL0496,Cervix,test
S103756,CL0498,CMP0001,CG_CL0498,Lung,test
S103757,CL0498,CMP0002,CG_CL0498,Lung,test
S103758,CL0498,CMP0003,CG_CL0498,Lung,test
S103759,CL0498,CMP0004,CG_CL0498,Lung,test
S103760,CL0498,CMP0005,CG_CL0498,Lung,test
S103761,CL0498,CMP0006,CG_CL0498,Lung,test
S103762,CL0498,CMP0008,CG_CL0498,Lung,test
S103763,CL0498,CMP0009,CG_CL0498,Lung,test
S103764,CL0498,CMP0010,CG_CL0498,Lung,test
S103767,CL0498,CMP0013,CG_CL0498,Lung,test
S103768,CL0498,CMP0014,CG_CL0498,Lung,test
S103769,CL0498,CMP0015,CG_CL0498,Lung,test
S103770,CL0498,CMP0016,CG_CL0498,Lung,test
S103771,CL0498,CMP0017,CG_CL0498,Lung,test
S103772,CL0498,CMP0018,CG_CL0498,Lung,test
S103773,CL0498,CMP0019,CG_CL0498,Lung,test
S103774,CL0498,CMP0020,CG_CL0498,Lung,test
S103775,CL0498,CMP0021,CG_CL0498,Lung,test
S103776,CL0498,CMP0022,CG_CL0498,Lung,test
S103777,CL0498,CMP0023,CG_CL0498,Lung,test
S103778,CL0498,CMP0024,CG_CL0498,Lung,test
S103780,CL0498,CMP0027,CG_CL0498,Lung,test
S103781,CL0498,CMP0028,CG_CL0498,Lung,test
S103782,CL0498,CMP0029,CG_CL0498,Lung,test
S103783,CL0498,CMP0030,CG_CL0498,Lung,test
S103785,CL0498,CMP0034,CG_CL0498,Lung,test
S103786,CL0498,CMP0035,CG_CL0498,Lung,test
S103787,CL0498,CMP0036,CG_CL0498,Lung,test
S103788,CL0498,CMP0037,CG_CL0498,Lung,test
S103789,CL0498,CMP0038,CG_CL0498,Lung,test
S103790,CL0498,CMP0039,CG_CL0498,Lung,test
S103791,CL0498,CMP0040,CG_CL0498,Lung,test
S103792,CL0498,CMP0041,CG_CL0498,Lung,test
S103793,CL0498,CMP0042,CG_CL0498,Lung,test
S103794,CL0498,CMP0043,CG_CL0498,Lung,test
S103795,CL0498,CMP0044,CG_CL0498,Lung,test
S103796,CL0498,CMP0045,CG_CL0498,Lung,test
S103797,CL0498,CMP0046,CG_CL0498,Lung,test
S103798,CL0498,CMP0047,CG_CL0498,Lung,test
S103799,CL0498,CMP0048,CG_CL0498,Lung,test
S103800,CL0498,CMP0049,CG_CL0498,Lung,test
S103801,CL0498,CMP0050,CG_CL0498,Lung,test
S103804,CL0498,CMP0053,CG_CL0498,Lung,test
S103805,CL0498,CMP0054,CG_CL0498,Lung,test
S103806,CL0498,CMP0055,CG_CL0498,Lung,test
S103807,CL0498,CMP0056,CG_CL0498,Lung,test
S103808,CL0498,CMP0057,CG_CL0498,Lung,test
S103809,CL0498,CMP0058,CG_CL0498,Lung,test
S103810,CL0498,CMP0059,CG_CL0498,Lung,test
S103811,CL0498,CMP0060,CG_CL0498,Lung,test
S103812,CL0498,CMP0061,CG_CL0498,Lung,test
S103813,CL0498,CMP0062,CG_CL0498,Lung,test
S103814,CL0498,CMP0063,CG_CL0498,Lung,test
S103815,CL0498,CMP0064,CG_CL0498,Lung,test
S103816,CL0498,CMP0067,CG_CL0498,Lung,test
S103817,CL0498,CMP0068,CG_CL0498,Lung,test
S103818,CL0498,CMP0070,CG_CL0498,Lung,test
S103819,CL0498,CMP0072,CG_CL0498,Lung,test
S103820,CL0498,CMP0073,CG_CL0498,Lung,test
S103821,CL0498,CMP0074,CG_CL0498,Lung,test
S103822,CL0498,CMP0075,CG_CL0498,Lung,test
S103823,CL0498,CMP0076,CG_CL0498,Lung,test
S103824,CL0498,CMP0077,CG_CL0498,Lung,test
S103826,CL0498,CMP0081,CG_CL0498,Lung,test
S103827,CL0498,CMP0082,CG_CL0498,Lung,test
S103828,CL0498,CMP0083,CG_CL0498,Lung,test
S103829,CL0498,CMP0086,CG_CL0498,Lung,test
S103830,CL0498,CMP0087,CG_CL0498,Lung,test
S103832,CL0498,CMP0089,CG_CL0498,Lung,test
S103833,CL0498,CMP0090,CG_CL0498,Lung,test
S103834,CL0498,CMP0091,CG_CL0498,Lung,test
S103835,CL0498,CMP0092,CG_CL0498,Lung,test
S103836,CL0498,CMP0093,CG_CL0498,Lung,test
S103837,CL0498,CMP0094,CG_CL0498,Lung,test
S103838,CL0498,CMP0095,CG_CL0498,Lung,test
S103839,CL0498,CMP0096,CG_CL0498,Lung,test
S103840,CL0498,CMP0097,CG_CL0498,Lung,test
S103841,CL0498,CMP0098,CG_CL0498,Lung,test
S103842,CL0498,CMP0100,CG_CL0498,Lung,test
S103843,CL0498,CMP0101,CG_CL0498,Lung,test
S103845,CL0498,CMP0103,CG_CL0498,Lung,test
S103846,CL0498,CMP0104,CG_CL0498,Lung,test
S103847,CL0498,CMP0105,CG_CL0498,Lung,test
S103848,CL0498,CMP0106,CG_CL0498,Lung,test
S103850,CL0498,CMP0108,CG_CL0498,Lung,test
S103851,CL0498,CMP0109,CG_CL0498,Lung,test
S103852,CL0498,CMP0110,CG_CL0498,Lung,test
S103854,CL0498,CMP0112,CG_CL0498,Lung,test
S103855,CL0498,CMP0113,CG_CL0498,Lung,test
S103856,CL0498,CMP0114,CG_CL0498,Lung,test
S103857,CL0498,CMP0115,CG_CL0498,Lung,test
S103858,CL0498,CMP0116,CG_CL0498,Lung,test
S103859,CL0498,CMP0117,CG_CL0498,Lung,test
S103860,CL0498,CMP0118,CG_CL0498,Lung,test
S103861,CL0498,CMP0119,CG_CL0498,Lung,test
S103863,CL0498,CMP0121,CG_CL0498,Lung,test
S103864,CL0498,CMP0122,CG_CL0498,Lung,test
S103865,CL0498,CMP0123,CG_CL0498,Lung,test
S103866,CL0498,CMP0124,CG_CL0498,Lung,test
S103867,CL0498,CMP0125,CG_CL0498,Lung,test
S103868,CL0498,CMP0126,CG_CL0498,Lung,test
S103869,CL0498,CMP0127,CG_CL0498,Lung,test
S103870,CL0498,CMP0128,CG_CL0498,Lung,test
S103871,CL0498,CMP0129,CG_CL0498,Lung,test
S103872,CL0498,CMP0130,CG_CL0498,Lung,test
S103873,CL0498,CMP0131,CG_CL0498,Lung,test
S103875,CL0498,CMP0133,CG_CL0498,Lung,test
S103876,CL0498,CMP0134,CG_CL0498,Lung,test
S103877,CL0498,CMP0135,CG_CL0498,Lung,test
S103879,CL0498,CMP0137,CG_CL0498,Lung,test
S103880,CL0498,CMP0138,CG_CL0498,Lung,test
S103881,CL0498,CMP0139,CG_CL0498,Lung,test
S103883,CL0498,CMP0141,CG_CL0498,Lung,test
S103884,CL0498,CMP0142,CG_CL0498,Lung,test
S103885,CL0498,CMP0143,CG_CL0498,Lung,test
S103886,CL0498,CMP0144,CG_CL0498,Lung,test
S103887,CL0498,CMP0145,CG_CL0498,Lung,test
S103888,CL0498,CMP0146,CG_CL0498,Lung,test
S103892,CL0498,CMP0150,CG_CL0498,Lung,test
S103893,CL0498,CMP0151,CG_CL0498,Lung,test
S103895,CL0498,CMP0153,CG_CL0498,Lung,test
S103896,CL0498,CMP0154,CG_CL0498,Lung,test
S103897,CL0498,CMP0155,CG_CL0498,Lung,test
S103898,CL0498,CMP0156,CG_CL0498,Lung,test
S103899,CL0498,CMP0157,CG_CL0498,Lung,test
S103900,CL0498,CMP0158,CG_CL0498,Lung,test
S103901,CL0498,CMP0159,CG_CL0498,Lung,test
S103902,CL0498,CMP0160,CG_CL0498,Lung,test
S103903,CL0498,CMP0161,CG_CL0498,Lung,test
S103904,CL0498,CMP0162,CG_CL0498,Lung,test
S103905,CL0498,CMP0163,CG_CL0498,Lung,test
S103907,CL0498,CMP0165,CG_CL0498,Lung,test
S103908,CL0498,CMP0166,CG_CL0498,Lung,test
S103909,CL0498,CMP0167,CG_CL0498,Lung,test
S103910,CL0498,CMP0168,CG_CL0498,Lung,test
S103911,CL0498,CMP0169,CG_CL0498,Lung,test
S103912,CL0498,CMP0170,CG_CL0498,Lung,test
S103913,CL0498,CMP0171,CG_CL0498,Lung,test
S103914,CL0498,CMP0172,CG_CL0498,Lung,test
S103915,CL0498,CMP0173,CG_CL0498,Lung,test
S103917,CL0498,CMP0175,CG_CL0498,Lung,test
S103918,CL0498,CMP0176,CG_CL0498,Lung,test
S103919,CL0498,CMP0177,CG_CL0498,Lung,test
S103920,CL0498,CMP0178,CG_CL0498,Lung,test
S103921,CL0498,CMP0179,CG_CL0498,Lung,test
S103922,CL0498,CMP0180,CG_CL0498,Lung,test
S103923,CL0498,CMP0181,CG_CL0498,Lung,test
S103924,CL0498,CMP0182,CG_CL0498,Lung,test
S103925,CL0498,CMP0183,CG_CL0498,Lung,test
S103927,CL0498,CMP0185,CG_CL0498,Lung,test
S103928,CL0498,CMP0186,CG_CL0498,Lung,test
S103929,CL0498,CMP0187,CG_CL0498,Lung,test
S103930,CL0498,CMP0188,CG_CL0498,Lung,test
S103931,CL0498,CMP0189,CG_CL0498,Lung,test
S103932,CL0498,CMP0190,CG_CL0498,Lung,test
S103933,CL0498,CMP0192,CG_CL0498,Lung,test
S103934,CL0498,CMP0193,CG_CL0498,Lung,test
S103935,CL0498,CMP0194,CG_CL0498,Lung,test
S103936,CL0498,CMP0195,CG_CL0498,Lung,test
S103937,CL0498,CMP0196,CG_CL0498,Lung,test
S103938,CL0498,CMP0197,CG_CL0498,Lung,test
S103941,CL0498,CMP0200,CG_CL0498,Lung,test
S103942,CL0498,CMP0201,CG_CL0498,Lung,test
S103943,CL0498,CMP0202,CG_CL0498,Lung,test
S103944,CL0498,CMP0203,CG_CL0498,Lung,test
S103945,CL0498,CMP0204,CG_CL0498,Lung,test
S103947,CL0498,CMP0206,CG_CL0498,Lung,test
S103948,CL0498,CMP0207,CG_CL0498,Lung,test
S103949,CL0498,CMP0208,CG_CL0498,Lung,test
S103950,CL0498,CMP0209,CG_CL0498,Lung,test
S103951,CL0498,CMP0210,CG_CL0498,Lung,test
S103952,CL0498,CMP0211,CG_CL0498,Lung,test
S103954,CL0498,CMP0213,CG_CL0498,Lung,test
S103955,CL0498,CMP0214,CG_CL0498,Lung,test
S103956,CL0498,CMP0215,CG_CL0498,Lung,test
S103957,CL0498,CMP0216,CG_CL0498,Lung,test
S103958,CL0498,CMP0217,CG_CL0498,Lung,test
S103959,CL0498,CMP0218,CG_CL0498,Lung,test
S103960,CL0498,CMP0219,CG_CL0498,Lung,test
S103961,CL0498,CMP0220,CG_CL0498,Lung,test
S103962,CL0498,CMP0221,CG_CL0498,Lung,test
S103963,CL0498,CMP0222,CG_CL0498,Lung,test
S103964,CL0498,CMP0223,CG_CL0498,Lung,test
S103965,CL0498,CMP0224,CG_CL0498,Lung,test
S103967,CL0498,CMP0226,CG_CL0498,Lung,test
S103970,CL0498,CMP0229,CG_CL0498,Lung,test
S103971,CL0498,CMP0231,CG_CL0498,Lung,test
S103972,CL0498,CMP0232,CG_CL0498,Lung,test
S103973,CL0498,CMP0233,CG_CL0498,Lung,test
S103974,CL0498,CMP0234,CG_CL0498,Lung,test
S103975,CL0498,CMP0237,CG_CL0498,Lung,test
S103976,CL0498,CMP0238,CG_CL0498,Lung,test
S103980,CL0498,CMP0242,CG_CL0498,Lung,test
S103981,CL0499,CMP0001,CG_CL0499,Lung,test
S103982,CL0499,CMP0005,CG_CL0499,Lung,test
S103983,CL0499,CMP0006,CG_CL0499,Lung,test
S103984,CL0499,CMP0007,CG_CL0499,Lung,test
S103985,CL0499,CMP0008,CG_CL0499,Lung,test
S103986,CL0499,CMP0009,CG_CL0499,Lung,test
S103987,CL0499,CMP0010,CG_CL0499,Lung,test
S103990,CL0499,CMP0013,CG_CL0499,Lung,test
S103991,CL0499,CMP0014,CG_CL0499,Lung,test
S103992,CL0499,CMP0015,CG_CL0499,Lung,test
S103993,CL0499,CMP0016,CG_CL0499,Lung,test
S103994,CL0499,CMP0017,CG_CL0499,Lung,test
S103995,CL0499,CMP0018,CG_CL0499,Lung,test
S103996,CL0499,CMP0019,CG_CL0499,Lung,test
S103997,CL0499,CMP0020,CG_CL0499,Lung,test
S103998,CL0499,CMP0021,CG_CL0499,Lung,test
S103999,CL0499,CMP0022,CG_CL0499,Lung,test
S104000,CL0499,CMP0023,CG_CL0499,Lung,test
S104001,CL0499,CMP0024,CG_CL0499,Lung,test
S104004,CL0499,CMP0027,CG_CL0499,Lung,test
S104005,CL0499,CMP0028,CG_CL0499,Lung,test
S104006,CL0499,CMP0029,CG_CL0499,Lung,test
S104007,CL0499,CMP0030,CG_CL0499,Lung,test
S104008,CL0499,CMP0031,CG_CL0499,Lung,test
S104011,CL0499,CMP0034,CG_CL0499,Lung,test
S104012,CL0499,CMP0035,CG_CL0499,Lung,test
S104013,CL0499,CMP0036,CG_CL0499,Lung,test
S104014,CL0499,CMP0037,CG_CL0499,Lung,test
S104015,CL0499,CMP0038,CG_CL0499,Lung,test
S104016,CL0499,CMP0039,CG_CL0499,Lung,test
S104017,CL0499,CMP0040,CG_CL0499,Lung,test
S104018,CL0499,CMP0041,CG_CL0499,Lung,test
S104019,CL0499,CMP0042,CG_CL0499,Lung,test
S104020,CL0499,CMP0043,CG_CL0499,Lung,test
S104021,CL0499,CMP0044,CG_CL0499,Lung,test
S104022,CL0499,CMP0045,CG_CL0499,Lung,test
S104023,CL0499,CMP0046,CG_CL0499,Lung,test
S104024,CL0499,CMP0048,CG_CL0499,Lung,test
S104025,CL0499,CMP0049,CG_CL0499,Lung,test
S104026,CL0499,CMP0050,CG_CL0499,Lung,test
S104028,CL0499,CMP0053,CG_CL0499,Lung,test
S104029,CL0499,CMP0054,CG_CL0499,Lung,test
S104030,CL0499,CMP0055,CG_CL0499,Lung,test
S104031,CL0499,CMP0056,CG_CL0499,Lung,test
S104032,CL0499,CMP0057,CG_CL0499,Lung,test
S104033,CL0499,CMP0058,CG_CL0499,Lung,test
S104034,CL0499,CMP0059,CG_CL0499,Lung,test
S104035,CL0499,CMP0060,CG_CL0499,Lung,test
S104036,CL0499,CMP0061,CG_CL0499,Lung,test
S104037,CL0499,CMP0062,CG_CL0499,Lung,test
S104038,CL0499,CMP0063,CG_CL0499,Lung,test
S104039,CL0499,CMP0064,CG_CL0499,Lung,test
S104040,CL0499,CMP0065,CG_CL0499,Lung,test
S104042,CL0499,CMP0067,CG_CL0499,Lung,test
S104043,CL0499,CMP0068,CG_CL0499,Lung,test
S104044,CL0499,CMP0070,CG_CL0499,Lung,test
S104046,CL0499,CMP0072,CG_CL0499,Lung,test
S104047,CL0499,CMP0073,CG_CL0499,Lung,test
S104048,CL0499,CMP0074,CG_CL0499,Lung,test
S104049,CL0499,CMP0075,CG_CL0499,Lung,test
S104050,CL0499,CMP0076,CG_CL0499,Lung,test
S104051,CL0499,CMP0077,CG_CL0499,Lung,test
S104052,CL0499,CMP0078,CG_CL0499,Lung,test
S104053,CL0499,CMP0079,CG_CL0499,Lung,test
S104055,CL0499,CMP0081,CG_CL0499,Lung,test
S104056,CL0499,CMP0082,CG_CL0499,Lung,test
S104057,CL0499,CMP0083,CG_CL0499,Lung,test
S104058,CL0499,CMP0084,CG_CL0499,Lung,test
S104059,CL0499,CMP0085,CG_CL0499,Lung,test
S104060,CL0499,CMP0086,CG_CL0499,Lung,test
S104061,CL0499,CMP0087,CG_CL0499,Lung,test
S104063,CL0499,CMP0089,CG_CL0499,Lung,test
S104064,CL0499,CMP0090,CG_CL0499,Lung,test
S104065,CL0499,CMP0091,CG_CL0499,Lung,test
S104066,CL0499,CMP0092,CG_CL0499,Lung,test
S104067,CL0499,CMP0098,CG_CL0499,Lung,test
S104069,CL0499,CMP0100,CG_CL0499,Lung,test
S104070,CL0499,CMP0101,CG_CL0499,Lung,test
S104072,CL0499,CMP0103,CG_CL0499,Lung,test
S104073,CL0499,CMP0104,CG_CL0499,Lung,test
S104074,CL0499,CMP0105,CG_CL0499,Lung,test
S104075,CL0499,CMP0106,CG_CL0499,Lung,test
S104077,CL0499,CMP0108,CG_CL0499,Lung,test
S104078,CL0499,CMP0109,CG_CL0499,Lung,test
S104079,CL0499,CMP0110,CG_CL0499,Lung,test
S104081,CL0499,CMP0112,CG_CL0499,Lung,test
S104082,CL0499,CMP0113,CG_CL0499,Lung,test
S104083,CL0499,CMP0114,CG_CL0499,Lung,test
S104084,CL0499,CMP0115,CG_CL0499,Lung,test
S104086,CL0499,CMP0121,CG_CL0499,Lung,test
S104087,CL0499,CMP0122,CG_CL0499,Lung,test
S104088,CL0499,CMP0123,CG_CL0499,Lung,test
S104089,CL0499,CMP0124,CG_CL0499,Lung,test
S104090,CL0499,CMP0125,CG_CL0499,Lung,test
S104091,CL0499,CMP0126,CG_CL0499,Lung,test
S104092,CL0499,CMP0127,CG_CL0499,Lung,test
S104093,CL0499,CMP0128,CG_CL0499,Lung,test
S104094,CL0499,CMP0129,CG_CL0499,Lung,test
S104095,CL0499,CMP0130,CG_CL0499,Lung,test
S104096,CL0499,CMP0131,CG_CL0499,Lung,test
S104098,CL0499,CMP0133,CG_CL0499,Lung,test
S104099,CL0499,CMP0134,CG_CL0499,Lung,test
S104100,CL0499,CMP0135,CG_CL0499,Lung,test
S104102,CL0499,CMP0137,CG_CL0499,Lung,test
S104103,CL0499,CMP0138,CG_CL0499,Lung,test
S104104,CL0499,CMP0139,CG_CL0499,Lung,test
S104106,CL0499,CMP0145,CG_CL0499,Lung,test
S104107,CL0499,CMP0146,CG_CL0499,Lung,test
S104108,CL0499,CMP0171,CG_CL0499,Lung,test
S104109,CL0499,CMP0172,CG_CL0499,Lung,test
S104110,CL0499,CMP0173,CG_CL0499,Lung,test
S104112,CL0499,CMP0175,CG_CL0499,Lung,test
S104113,CL0499,CMP0176,CG_CL0499,Lung,test
S104114,CL0499,CMP0177,CG_CL0499,Lung,test
S104115,CL0499,CMP0178,CG_CL0499,Lung,test
S104116,CL0499,CMP0179,CG_CL0499,Lung,test
S104117,CL0499,CMP0180,CG_CL0499,Lung,test
S104118,CL0499,CMP0181,CG_CL0499,Lung,test
S104119,CL0499,CMP0182,CG_CL0499,Lung,test
S104120,CL0499,CMP0183,CG_CL0499,Lung,test
S104122,CL0499,CMP0185,CG_CL0499,Lung,test
S104123,CL0499,CMP0186,CG_CL0499,Lung,test
S104124,CL0499,CMP0187,CG_CL0499,Lung,test
S104125,CL0499,CMP0188,CG_CL0499,Lung,test
S104126,CL0499,CMP0189,CG_CL0499,Lung,test
S104127,CL0499,CMP0190,CG_CL0499,Lung,test
S104128,CL0499,CMP0191,CG_CL0499,Lung,test
S104129,CL0499,CMP0192,CG_CL0499,Lung,test
S104130,CL0499,CMP0193,CG_CL0499,Lung,test
S104131,CL0499,CMP0194,CG_CL0499,Lung,test
S104132,CL0499,CMP0195,CG_CL0499,Lung,test
S104133,CL0499,CMP0196,CG_CL0499,Lung,test
S104134,CL0499,CMP0197,CG_CL0499,Lung,test
S104136,CL0499,CMP0200,CG_CL0499,Lung,test
S104137,CL0499,CMP0201,CG_CL0499,Lung,test
S104138,CL0499,CMP0203,CG_CL0499,Lung,test
S104139,CL0499,CMP0209,CG_CL0499,Lung,test
S104140,CL0499,CMP0210,CG_CL0499,Lung,test
S104141,CL0499,CMP0211,CG_CL0499,Lung,test
S104143,CL0499,CMP0213,CG_CL0499,Lung,test
S104144,CL0499,CMP0215,CG_CL0499,Lung,test
S104145,CL0499,CMP0218,CG_CL0499,Lung,test
S104146,CL0499,CMP0220,CG_CL0499,Lung,test
S104147,CL0499,CMP0221,CG_CL0499,Lung,test
S104148,CL0499,CMP0222,CG_CL0499,Lung,test
S104149,CL0499,CMP0223,CG_CL0499,Lung,test
S104150,CL0499,CMP0230,CG_CL0499,Lung,test
S104151,CL0499,CMP0231,CG_CL0499,Lung,test
S104152,CL0499,CMP0232,CG_CL0499,Lung,test
S104153,CL0499,CMP0233,CG_CL0499,Lung,test
S104154,CL0499,CMP0234,CG_CL0499,Lung,test
S104155,CL0499,CMP0235,CG_CL0499,Lung,test
S104156,CL0499,CMP0236,CG_CL0499,Lung,test
S104157,CL0499,CMP0237,CG_CL0499,Lung,test
S104158,CL0500,CMP0001,CG_CL0500,Lung,test
S104159,CL0500,CMP0002,CG_CL0500,Lung,test
S104160,CL0500,CMP0003,CG_CL0500,Lung,test
S104161,CL0500,CMP0004,CG_CL0500,Lung,test
S104162,CL0500,CMP0005,CG_CL0500,Lung,test
S104163,CL0500,CMP0006,CG_CL0500,Lung,test
S104164,CL0500,CMP0008,CG_CL0500,Lung,test
S104165,CL0500,CMP0009,CG_CL0500,Lung,test
S104166,CL0500,CMP0010,CG_CL0500,Lung,test
S104169,CL0500,CMP0013,CG_CL0500,Lung,test
S104170,CL0500,CMP0014,CG_CL0500,Lung,test
S104171,CL0500,CMP0015,CG_CL0500,Lung,test
S104172,CL0500,CMP0016,CG_CL0500,Lung,test
S104173,CL0500,CMP0017,CG_CL0500,Lung,test
S104174,CL0500,CMP0018,CG_CL0500,Lung,test
